EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	13:57:07	0	0.1000	0.6262500603352824	0.5944939255714417		0.7117
2	14:00:16	1	0.1000	0.5330774697565264	0.6390939950942993		0.7007
